ID:K4154147
Launch Time=2015-06-03 22:48:54
    Time  AscRate  Hgt/MSL       P  Temp   RH  Dewp   Dir  Speed   VirT        Lat        Lon     MR    range    Azimuth
 min  s      m/s        m      hPa  degC    O  degC   deg    m/s      K        deg        deg   g/kg3        m       deg
   0  0      0.0      452    961.5  23.0   72  17.7   308    0.8    0.8     23.100    120.690 13.3600      0.0   128.000
   0  1    240.0      456    961.1  23.2   69  17.3   320    1.3    1.3     23.100    120.690 12.9900      0.0   171.000
   0  2    300.0      461    960.6  23.2   67  16.8   332    1.7    1.7     23.100    120.690 12.6000      0.0   172.000
   0  3    300.0      466    960.0  23.2   66  16.5   343    2.2    2.2     23.100    120.690 12.3700      0.0   173.000
   0  4    300.0      471    959.4  23.2   65  16.4   354    2.6    2.6     23.100    120.690 12.2900      0.0   174.000
   0  5    300.0      476    958.9  23.2   65  16.4     4    3.1    3.1     23.100    120.690 12.2700      0.0   175.000
   0  6    360.0      482    958.3  23.2   65  16.3    12    3.4    3.4     23.100    120.690 12.2500      0.0   177.000
   0  7    300.0      487    957.7  23.2   65  16.3    19    3.8    3.8     23.100    120.690 12.2300      0.0   179.000
   0  8    300.0      492    957.2  23.3   65  16.3    25    4.0    4.0     23.100    120.690 12.2100    100.0   182.000
   0  9    240.0      496    956.7  23.4   64  16.2    28    4.3    4.3     23.100    120.690 12.1900    100.0   185.000
   0 10    240.0      500    956.3  23.5   63  16.2    30    4.4    4.4     23.100    120.690 12.1500    100.0   187.000
   0 11    240.0      504    955.8  23.6   63  16.1    31    4.6    4.6     23.100    120.690 12.1100    100.0   190.000
   0 12    300.0      509    955.3  23.6   63  16.1    31    4.7    4.7     23.100    120.690 12.0600    100.0   193.000
   0 13    300.0      514    954.7  23.6   62  16.0    32    4.8    4.8     23.100    120.690 12.0200    100.0   198.000
   0 14    300.0      519    954.2  23.6   62  15.9    32    4.9    4.9     23.100    120.690 11.9900    100.0   202.000
   0 15    300.0      524    953.7  23.5   62  15.9    33    5.0    5.0     23.100    120.690 11.9600    100.0   203.000
   0 16    240.0      528    953.2  23.5   62  15.8    34    5.1    5.1     23.100    120.690 11.9100    100.0   202.000
