ID:K4213674
Launch Time=2015-06-04 22:49:12
    Time  AscRate  Hgt/MSL       P  Temp   RH  Dewp   Dir  Speed   VirT        Lat        Lon     MR    range    Azimuth
 min  s      m/s        m      hPa  degC    O  degC   deg    m/s      K        deg        deg   g/kg3        m       deg
   0  0      0.0      452    959.5  22.7   76  18.3   313    1.4    1.4     23.100    120.690 13.8700      0.0   133.000
   0  1    240.0      456    959.1  23.9   68  17.6   327    2.0    2.0     23.100    120.690 13.2900      0.0   167.000
   0  2    240.0      460    958.7  23.8   62  16.0   340    2.6    2.6     23.100    120.690 12.0000      0.0   167.000
   0  3    240.0      464    958.2  23.7   62  16.0   353    3.2    3.2     23.100    120.690 11.9800      0.0   168.000
   0  4    300.0      469    957.7  23.6   62  16.0     5    3.8    3.8     23.100    120.690 11.9600      0.0   168.000
   0  5    300.0      474    957.2  23.6   62  15.9    17    4.3    4.3     23.100    120.690 11.9400      0.0   169.000
   0  6    240.0      478    956.7  23.5   62  15.9    27    4.7    4.7     23.100    120.690 11.9100      0.0   170.000
   0  7    300.0      483    956.2  23.5   62  15.8    37    5.1    5.1     23.100    120.690 11.8800      0.0   171.000
   0  8    240.0      487    955.8  23.5   62  15.8    44    5.5    5.5     23.100    120.690 11.8300      0.0   172.000
   0  9    240.0      491    955.3  23.5   62  15.7    51    5.7    5.7     23.100    120.690 11.7800      0.0   174.000
   0 10    180.0      494    954.9  23.4   62  15.7    55    5.9    5.9     23.100    120.690 11.7600      0.0   176.000
   0 11    300.0      499    954.4  23.4   62  15.7    57    6.0    6.0     23.100    120.690 11.7800    100.0   178.000
   0 12    240.0      503    954.0  23.3   62  15.7    58    6.0    6.0     23.100    120.690 11.8200    100.0   179.000
   0 13    180.0      506    953.6  23.3   62  15.7    59    6.0    6.0     23.100    120.690 11.8300    100.0   183.000
   0 14    240.0      510    953.2  23.3   62  15.7    60    5.9    5.9     23.100    120.690 11.7900    100.0   192.000
   0 15    180.0      513    952.9  23.3   62  15.6    61    5.9    5.9     23.100    120.690 11.7400    100.0   201.000
   0 16    180.0      516    952.6  23.3   62  15.6    61    5.9    5.9     23.100    120.690 11.7400    100.0   206.000
   0 17    180.0      519    952.2  23.2   62  15.7    62    5.8    5.8     23.100    120.690 11.7900    100.0   209.000
   0 18    180.0      522    951.9  23.1   63  15.7    63    5.8    5.8     23.100    120.690 11.8700    100.0   211.000
   0 19    240.0      526    951.5  23.1   64  15.8    64    5.7    5.7     23.100    120.690 11.9300    100.0   212.000
   0 20    240.0      530    951.0  23.0   64  15.8    64    5.6    5.6     23.100    120.690 11.9400    100.0   213.000
   0 21    300.0      535    950.5  23.1   63  15.8    65    5.5    5.5     23.100    120.690 11.9000    100.0   215.000
