Launch Time=2015-06-01 22:50:16
    Time  AscRate  Hgt/MSL       P  Temp   RH  Dewp   Dir  Speed   VirT        Lat        Lon     MR    range    Azimuth
 min  s      m/s        m      hPa  degC    O  degC   deg    m/s      K        deg        deg   g/kg3        m       deg
   0  0      0.0      452    963.2  23.1   68  16.7   279    1.8    1.8     23.100    120.690 12.5000      0.0    99.000
   0  1    240.0      456    962.7  22.8   65  16.0   351    2.6    2.6     23.100    120.690 11.9600      0.0   155.000
   0  2    300.0      461    962.2  22.7   64  15.7    37    3.2    3.2     23.100    120.690 11.6800      0.0   158.000
   0  3    300.0      466    961.7  22.6   64  15.5    54    3.5    3.5     23.100    120.690 11.5800    100.0   163.000
   0  4    300.0      471    961.1  22.6   64  15.5    56    3.6    3.6     23.100    120.690 11.5400    100.0   166.000
   0  5    360.0      477    960.5  22.6   64  15.4    54    3.7    3.7     23.100    120.690 11.5000    100.0   168.000
   0  6    300.0      482    959.9  22.6   63  15.3    52    3.8    3.8     23.100    120.690 11.4400    100.0   168.000
   0  7    300.0      487    959.4  22.7   62  15.2    53    3.9    3.9     23.100    120.690 11.3600    100.0   171.000
   0  8    180.0      490    959.0  22.9   61  15.0    53    4.0    4.0     23.100    120.690 11.2500    100.0   177.000
   0  9    180.0      493    958.7  23.1   60  14.9    53    4.1    4.1     23.100    120.690 11.1200    100.0   184.000
   0 10    180.0      496    958.4  23.4   58  14.7    54    4.1    4.1     23.100    120.690 10.9600    100.0   191.000
   0 11    180.0      499    958.0  23.6   56  14.4    54    4.2    4.2     23.100    120.690 10.8000    100.0   199.000
   0 12    240.0      503    957.6  23.8   55  14.2    54    4.3    4.3     23.100    120.690 10.6500    100.0   204.000
   0 13    240.0      507    957.2  23.9   54  14.0    54    4.3    4.3     23.100    120.690 10.5300    100.0   207.000
   0 14    240.0      511    956.8  24.0   53  13.9    55    4.4    4.4     23.100    120.690 10.4400    100.0   208.000
   0 15    180.0      514    956.4  24.0   53  13.8    55    4.5    4.5     23.100    120.690 10.3800    100.0   206.000
   0 16    240.0      518    956.0  24.0   52  13.7    55    4.5    4.5     23.100    120.690 10.3300    100.0   204.000
   0 17    240.0      522    955.5  24.0   52  13.7    55    4.6    4.6     23.100    120.690 10.3000    100.0   204.000
   0 18    240.0      526    955.0  23.9   53  13.6    55    4.6    4.6     23.100    120.690 10.2900    100.0   205.000
   0 19    300.0      531    954.5  23.8   53  13.6    55    4.7    4.7     23.100    120.690 10.2700    100.0   209.000
   0 20    300.0      536    954.0  23.8   53  13.6    55    4.8    4.8     23.100    120.690 10.2500    100.0   213.000
   0 21    300.0      541    953.5  23.8   52  13.5    55    4.8    4.8     23.100    120.690 10.2000    100.0   215.000
   0 22    240.0      545    953.0  23.8   52  13.4    54    4.9    4.9     23.100    120.690 10.1500    100.0   215.000
   0 23    300.0      550    952.4  23.8   52  13.3    54    4.9    4.9     23.100    120.690 10.1100    100.0   214.000
   0 24    360.0      556    951.8  23.8   52  13.3    54    5.0    5.0     23.100    120.690 10.0700    100.0   213.000
   0 25    360.0      562    951.2  23.8   51  13.2    54    5.1    5.1     23.100    120.690 10.0300    100.0   212.000
   0 26    300.0      567    950.6  23.9   51  13.1    53    5.2    5.2     23.100    120.690  9.9900    100.0   213.000
   0 27    300.0      572    950.0  23.9   51  13.0    53    5.3    5.3     23.100    120.690  9.9400    100.0   215.000
   0 28    300.0      577    949.5  24.0   50  13.0    52    5.4    5.4     23.100    120.690  9.9000    100.0   217.000
   0 29    360.0      583    948.9  24.0   50  12.9    52    5.5    5.5     23.100    120.690  9.8500    100.0   219.000
   0 30    300.0      588    948.3  24.0   49  12.8    51    5.6    5.6     23.100    120.690  9.8000    200.0   221.000
   0 31    300.0      593    947.8  23.9   49  12.7    51    5.7    5.7     23.100    120.690  9.7700    200.0   222.000
   0 32    240.0      597    947.3  23.9   49  12.7    50    5.8    5.8     23.100    120.690  9.7600    200.0   221.000
   0 33    240.0      601    946.9  23.8   50  12.7    50    6.0    6.0     23.100    120.690  9.7500    200.0   220.000
   0 34    240.0      605    946.4  23.8   50  12.7    49    6.1    6.1     23.100    120.690  9.7500    200.0   218.000
   0 35    300.0      610    946.0  23.7   50  12.7    49    6.2    6.2     23.100    120.690  9.7500    200.0   217.000
   0 36    240.0      614    945.5  23.7   50  12.7    48    6.3    6.3     23.100    120.690  9.7400    200.0   217.000
   0 37    240.0      618    945.1  23.6   50  12.7    47    6.5    6.5     23.100    120.690  9.7400    200.0   218.000
   0 38    240.0      622    944.7  23.5   50  12.6    47    6.6    6.6     23.100    120.690  9.7400    200.0   220.000
   0 39    180.0      625    944.3  23.5   50  12.6    46    6.7    6.7     23.100    120.690  9.7400    200.0   221.000
   0 40    240.0      629    943.9  23.4   51  12.6    46    6.9    6.9     23.100    120.690  9.7400    200.0   221.000
   0 41    240.0      633    943.5  23.4   51  12.6    45    7.0    7.0     23.100    120.690  9.7300    200.0   221.000
   0 42    240.0      637    943.1  23.4   50  12.6    45    7.1    7.1     23.100    120.690  9.7100    200.0   221.000
   0 43    240.0      641    942.6  23.4   50  12.5    44    7.2    7.2     23.100    120.690  9.6900    200.0   221.000
   0 44    240.0      645    942.2  23.4   50  12.5    43    7.3    7.3     23.100    120.690  9.6800    200.0   222.000
   0 45    240.0      649    941.7  23.3   50  12.5    43    7.4    7.4     23.100    120.690  9.6700    300.0   222.000
   0 46    240.0      653    941.3  23.2   51  12.5    43    7.5    7.5     23.100    120.690  9.6800    300.0   222.000
   0 47    240.0      657    940.9  23.2   51  12.5    42    7.6    7.6     23.100    120.690  9.6900    300.0   222.000
   0 48    240.0      661    940.4  23.1   51  12.5    42    7.6    7.6     23.100    120.690  9.7000    300.0   222.000
   0 49    240.0      665    940.0  23.1   51  12.5    41    7.7    7.7     23.100    120.690  9.6900    300.0   222.000
   0 50    300.0      670    939.5  23.0   51  12.5    41    7.7    7.7     23.100    120.690  9.6900    300.0   222.000
   0 51    240.0      674    939.0  23.0   51  12.4    41    7.8    7.8     23.100    120.690  9.6800    300.0   222.000
   0 52    300.0      679    938.5  23.0   51  12.4    40    7.8    7.8     23.100    120.690  9.6700    300.0   222.000
   0 53    300.0      684    938.0  23.0   51  12.4    40    7.8    7.8     23.090    120.690  9.6500    300.0   222.000
   0 54    300.0      689    937.4  23.0   51  12.3    40    7.8    7.8     23.090    120.690  9.6300    300.0   221.000
   0 55    360.0      695    936.8  22.9   51  12.3    40    7.8    7.8     23.090    120.690  9.6100    300.0   221.000
   0 56    300.0      700    936.2  22.9   51  12.3    40    7.7    7.7     23.090    120.690  9.5800    400.0   221.000
   0 57    360.0      706    935.6  22.9   51  12.2    40    7.7    7.7     23.090    120.690  9.5600    400.0   221.000
   0 58    300.0      711    935.0  22.9   51  12.2    40    7.6    7.6     23.090    120.690  9.5400    400.0   221.000
   0 59    360.0      717    934.4  22.9   51  12.1    40    7.6    7.6     23.090    120.690  9.5200    400.0   221.000
   1  0    300.0      722    933.9  22.9   51  12.1    40    7.5    7.5     23.090    120.690  9.5000    400.0   221.000
   1  1    300.0      727    933.3  22.9   50  12.0    40    7.4    7.4     23.090    120.690  9.4700    400.0   221.000
   1  2    360.0      733    932.7  22.9   50  12.0    41    7.3    7.3     23.090    120.690  9.4400    400.0   221.000
   1  3    300.0      738    932.1  22.9   50  11.9    41    7.2    7.2     23.090    120.690  9.4000    400.0   220.000
   1  4    360.0      744    931.6  23.0   49  11.8    41    7.0    7.0     23.090    120.690  9.3400    400.0   220.000
   1  5    300.0      749    930.9  23.0   49  11.7    42    6.9    6.9     23.090    120.690  9.2800    400.0   220.000
   1  6    360.0      755    930.3  23.0   48  11.6    42    6.7    6.7     23.090    120.690  9.2200    400.0   220.000
   1  7    360.0      761    929.7  23.1   48  11.5    43    6.6    6.6     23.090    120.690  9.1800    400.0   220.000
   1  8    360.0      767    929.1  23.2   47  11.5    43    6.4    6.4     23.090    120.690  9.1500    400.0   220.000
   1  9    360.0      773    928.5  23.3   47  11.4    44    6.2    6.2     23.090    120.690  9.1300    500.0   220.000
   1 10    300.0      778    927.9  23.5   46  11.4    45    6.1    6.1     23.090    120.690  9.0900    500.0   220.000
   1 11    360.0      784    927.3  23.5   46  11.3    45    5.9    5.9     23.090    120.690  9.0400    500.0   220.000
   1 12    300.0      789    926.8  23.5   46  11.2    46    5.7    5.7     23.090    120.690  8.9900    500.0   220.000
   1 13    240.0      793    926.3  23.7   45  11.1    47    5.5    5.5     23.090    120.690  8.9400    500.0   220.000
   1 14    300.0      798    925.8  23.9   44  11.0    48    5.3    5.3     23.090    120.690  8.9000    500.0   221.000
   1 15    300.0      803    925.3  24.2   43  10.9    48    5.1    5.1     23.090    120.690  8.8700    500.0   222.000
   1 16    300.0      808    924.7  24.4   42  10.9    49    4.9    4.9     23.090    120.690  8.8300    500.0   222.000
   1 17    300.0      813    924.2  24.5   42  10.8    50    4.7    4.7     23.090    120.690  8.7800    500.0   223.000
   1 18    360.0      819    923.6  24.6   41  10.6    51    4.6    4.6     23.090    120.690  8.7100    500.0   223.000
   1 19    360.0      825    923.0  24.5   41  10.5    51    4.4    4.4     23.090    120.690  8.6400    500.0   223.000
   1 20    300.0      830    922.4  24.5   41  10.5    52    4.2    4.2     23.090    120.690  8.6000    500.0   223.000
   1 21    300.0      835    921.9  24.4   41  10.4    53    4.0    4.0     23.090    120.690  8.5800    500.0   222.000
   1 22    300.0      840    921.4  24.4   41  10.4    54    3.9    3.9     23.090    120.690  8.5700    500.0   222.000
   1 23    240.0      844    920.9  24.4   41  10.3    54    3.7    3.7     23.090    120.690  8.5500    500.0   222.000
   1 24    300.0      849    920.4  24.4   41  10.3    55    3.6    3.6     23.090    120.690  8.5400    500.0   222.000
   1 25    300.0      854    919.9  24.3   41  10.3    56    3.4    3.4     23.090    120.690  8.5200    500.0   222.000
   1 26    300.0      859    919.3  24.3   41  10.2    56    3.3    3.3     23.090    120.690  8.5000    500.0   222.000
   1 27    300.0      864    918.8  24.3   41  10.2    57    3.2    3.2     23.090    120.690  8.5000    500.0   222.000
   1 28    300.0      869    918.3  24.2   41  10.2    58    3.0    3.0     23.090    120.690  8.5300    500.0   222.000
   1 29    300.0      874    917.8  24.1   42  10.3    58    2.9    2.9     23.090    120.690  8.5600    500.0   222.000
   1 30    360.0      880    917.2  24.1   42  10.3    59    2.8    2.8     23.090    120.690  8.5800    500.0   223.000
   1 31    300.0      885    916.6  24.0   42  10.3    60    2.8    2.8     23.090    120.690  8.5900    500.0   223.000
   1 32    360.0      891    916.0  24.0   42  10.3    60    2.7    2.7     23.090    120.690  8.6000    500.0   223.000
   1 33    360.0      897    915.3  23.9   42  10.4    61    2.6    2.6     23.090    120.690  8.6200    500.0   223.000
   1 34    360.0      903    914.7  23.8   42  10.4    62    2.5    2.5     23.090    120.690  8.6400    500.0   223.000
   1 35    360.0      909    914.1  23.8   43  10.4    62    2.5    2.5     23.090    120.690  8.6400    500.0   223.000
   1 36    300.0      914    913.6  23.7   43  10.4    63    2.4    2.4     23.090    120.690  8.6400    500.0   223.000
   1 37    360.0      920    913.0  23.7   43  10.3    64    2.4    2.4     23.090    120.690  8.6300    500.0   223.000
   1 38    360.0      926    912.4  23.6   43  10.3    64    2.3    2.3     23.090    120.690  8.6200    600.0   223.000
   1 39    360.0      932    911.8  23.5   43  10.3    65    2.3    2.3     23.090    120.690  8.6400    600.0   223.000
   1 40    300.0      937    911.2  23.4   44  10.4    65    2.2    2.2     23.090    120.690  8.6800    600.0   223.000
   1 41    300.0      942    910.6  23.4   44  10.4    66    2.2    2.2     23.090    120.690  8.7200    600.0   224.000
   1 42    360.0      948    910.0  23.3   44  10.5    66    2.2    2.2     23.090    120.690  8.7300    600.0   224.000
   1 43    360.0      954    909.4  23.3   44  10.4    66    2.1    2.1     23.090    120.690  8.7100    600.0   224.000
   1 44    360.0      960    908.8  23.2   44  10.4    66    2.1    2.1     23.090    120.690  8.6900    600.0   224.000
   1 45    360.0      966    908.2  23.2   44  10.4    66    2.1    2.1     23.090    120.690  8.6900    600.0   224.000
   1 46    360.0      972    907.5  23.1   44  10.4    66    2.0    2.0     23.090    120.690  8.7100    600.0   225.000
   1 47    360.0      978    906.9  23.1   45  10.4    66    2.0    2.0     23.090    120.690  8.7400    600.0   225.000
   1 48    360.0      984    906.3  23.0   45  10.4    65    1.9    1.9     23.090    120.690  8.7500    600.0   225.000
   1 49    360.0      990    905.7  23.0   45  10.4    65    1.9    1.9     23.090    120.690  8.7400    600.0   225.000
   1 50    360.0      996    905.1  23.0   45  10.4    64    1.9    1.9     23.090    120.690  8.7400    600.0   225.000
   1 51    360.0     1002    904.4  22.9   45  10.4    63    1.8    1.8     23.090    120.690  8.7400    600.0   225.000
   1 52    360.0     1008    903.8  22.8   45  10.4    61    1.8    1.8     23.090    120.690  8.7400    600.0   225.000
   1 53    420.0     1015    903.1  22.8   45  10.3    60    1.7    1.7     23.090    120.690  8.7400    600.0   225.000
   1 54    360.0     1021    902.4  22.7   45  10.3    58    1.7    1.7     23.090    120.690  8.7400    600.0   225.000
   1 55    420.0     1028    901.7  22.7   46  10.4    56    1.6    1.6     23.090    120.690  8.7700    600.0   225.000
   1 56    420.0     1035    901.0  22.6   46  10.4    54    1.6    1.6     23.090    120.690  8.8100    600.0   225.000
   1 57    360.0     1041    900.4  22.6   46  10.5    52    1.5    1.5     23.090    120.690  8.8500    600.0   225.000
   1 58    360.0     1047    899.8  22.5   46  10.5    49    1.5    1.5     23.090    120.690  8.8600    600.0   225.000
   1 59    360.0     1053    899.2  22.4   47  10.5    47    1.5    1.5     23.090    120.690  8.8500    600.0   225.000
   2  0    360.0     1059    898.6  22.4   47  10.4    44    1.4    1.4     23.090    120.690  8.8500    600.0   225.000
   2  1    360.0     1065    898.0  22.3   47  10.5    41    1.4    1.4     23.090    120.690  8.8600    600.0   225.000
   2  2    360.0     1071    897.3  22.3   47  10.5    38    1.4    1.4     23.090    120.690  8.8700    600.0   225.000
   2  3    360.0     1077    896.7  22.3   47  10.5    36    1.3    1.3     23.090    120.690  8.8800    600.0   225.000
   2  4    300.0     1082    896.1  22.3   47  10.4    33    1.3    1.3     23.090    120.690  8.8700    600.0   225.000
   2  5    360.0     1088    895.5  22.3   47  10.4    30    1.3    1.3     23.090    120.690  8.8700    600.0   225.000
   2  6    360.0     1094    894.9  22.3   47  10.4    27    1.2    1.2     23.090    120.690  8.8700    600.0   225.000
   2  7    360.0     1100    894.3  22.3   47  10.4    24    1.2    1.2     23.090    120.690  8.8800    600.0   225.000
   2  8    360.0     1106    893.7  22.2   47  10.5    21    1.2    1.2     23.090    120.690  8.9200    600.0   225.000
   2  9    360.0     1112    893.0  22.2   48  10.6    19    1.1    1.1     23.090    120.690  8.9800    600.0   225.000
   2 10    360.0     1118    892.4  22.2   48  10.7    16    1.1    1.1     23.090    120.690  9.0500    600.0   225.000
   2 11    360.0     1124    891.8  22.1   48  10.7    13    1.0    1.0     23.090    120.690  9.1000    600.0   224.000
   2 12    360.0     1130    891.2  22.1   48  10.8    11    1.0    1.0     23.090    120.690  9.1300    600.0   224.000
